,STARTDATE,ELAPSED,USERID,EVENTID,EVENT_DESC,WORKSPACEID,WS_DESC,TRANSACTIONTYPE,CORE_ID,HR_ORGANIZATION,LOCATION,USER_ROLE,MAG_CODE,ELAPSED_normalized,score
19297,2019-09-16 06:59:54,46.662,57142,x84sljJzv,Team Allocation, ,Exception,1,B17255,"HPMS.Kechichian, Kevork - NXF53803",IN-NDA02,_Resource Manager,RP2,0.056975341142650175,4.8558943501
19307,2019-09-16 07:19:02,1.279,8928601,x84sljJzv,Team Allocation, ,Exception,1,ATP01668,HPMS.STI,AT-GRK01-s1,_Resource Manager,RC9,0.029281723355296295,4.2400512973
19350,2019-09-16 09:13:26,1.6,8934826,x84sljJzv,Team Allocation, ,Exception,1,NXP63563,HPMS.SIP,BE-LEU01-s1,_PM+RM,RM5,0.015498138637401139,3.4089448473
19433,2019-09-16 15:47:01,4.365,163949604,x84sljJzv,Team Allocation, ,Exception,1,NXF44647,"HPMS.Kechichian, Kevork - NXF53803",US-AUS01,_PMO+RM,RP2,0.009162147507360082,2.5643771247
19445,2019-09-16 16:38:47,1.603,1434597,x84sljJzv,Team Allocation, ,Exception,1,B07159,T&O.TO-PT,US-CHD01,_PM+RM,RPT,0.057126079008073406,4.8579077608
19469,2019-09-16 20:31:03,1.277,59568,x84sljJzv,Team Allocation, ,Exception,1,RFVP50,HPMS.DN,US-AUS01,_PMO+RM,RNG,0.01176684067007625,2.9877261705
19493,2019-09-17 01:48:55,1.838,60790,x84sljJzv,Team Allocation, ,Exception,1,RA0857,HPMS.MICR,US-AUS01,_PMO+RM,RMC,0.008437748476368806,2.4032232519
19621,2019-09-17 20:36:04,1.388,63483,x84sljJzv,Team Allocation, ,Exception,1,R34169,T&O.TO-PT,US-CHD01,_Resource Manager,RTT,0.014853037725187012,3.3415725932
19711,2019-09-19 07:54:08,3.725,8556678,x84sljJzv,Team Allocation, ,Exception,0,DEP10458,HPMS.IDA,DE-HBG02,_PM+RM,RRA,0.024395959082170713,4.0418993228
19715,2019-09-19 08:10:16,1.772,8704768,x84sljJzv,Team Allocation, ,Exception,1,NXP25289,HPMS.CBS,DE-HBG02,_Resource Manager,RD4,0.009143573173232099,2.5572079544
19717,2019-09-19 08:17:58,13.155,61099,x84sljJzv,Team Allocation, ,Exception,0,R59133,"HPMS.Kechichian, Kevork - NXF53803",CN-SZH02,_Resource Manager,RMC,0.8975332569880574,5.8464743143
19773,2019-09-19 13:13:48,3.036,1487851,x84sljJzv,Team Allocation, ,Exception,1,B57812,HPMS.MICR,FR-MGI01,_Resource Manager,RMC,0.010649523032531518,2.8272606728
19798,2019-09-19 14:59:16,1.931,163949604,x84sljJzv,Team Allocation, ,Exception,1,NXF44647,"HPMS.Kechichian, Kevork - NXF53803",US-AUS01,_PMO+RM,RP2,0.65261494476636,5.8027251895
19805,2019-09-19 15:58:13,4.313,163949604,x84sljJzv,Team Allocation, ,Exception,1,NXF44647,"HPMS.Kechichian, Kevork - NXF53803",US-AUS01,_PMO+RM,RP2,0.009770814148784704,2.6851665789
19883,2019-09-20 08:14:48,4.77,3399765,x84sljJzv,Team Allocation, ,Exception,1,NXF07914,HPMS.STI,CN-SHA01-s1,_Resource Manager,RC9,0.008239145980692695,2.3687871056
19892,2019-09-20 08:52:19,1.871,3904229,x84sljJzv,Team Allocation, ,Exception,1,NLV13735,T&O.SSC-GTI,NL-HTC01-s1,_PM+RM,RF9,0.00935003404103928,2.6050333414
19902,2019-09-20 09:12:16,2.421,60849,x84sljJzv,Team Allocation, ,Exception,0,B05276,HPMS.MICR,RO-BUH03,_PM+RM,RMC,0.008739224207215273,2.4696831515
19919,2019-09-20 10:23:17,1.36,8686154,x84sljJzv,Team Allocation, ,Exception,1,DEP08626,HPMS.STI,DE-HBG02,_PM+RM,RC9,0.018896527385355282,3.7128927661
20003,2019-09-20 20:06:31,1.709,61049,x84sljJzv,Team Allocation, ,Exception,1,ECM008,HPMS.MICR,US-AUS01,_PM+RM,RMC,0.012054742849059963,3.0225935276
20004,2019-09-20 20:06:44,3.238,163949604,x84sljJzv,Team Allocation, ,Exception,0,NXF44647,"HPMS.Kechichian, Kevork - NXF53803",US-AUS01,_PMO+RM,RP2,0.012351932195107666,3.0602478355
20041,2019-09-23 05:39:57,1.541,172441891,x84sljJzv,Team Allocation, ,Exception,1,NXF45132,HPMS.AAA,IN-HYD02,_Resource Manager,R16,0.02746501059808642,4.1716796703
20049,2019-09-23 06:47:46,7.886,11066945,x84sljJzv,Team Allocation, ,Exception,1,SNEHA_DM,The Support IT.A Support PMO,NXP-REMOTE,_Core Team Support User,,0.01236479134950396,3.0614043756
20066,2019-09-23 07:28:30,1.093,59786,x84sljJzv,Team Allocation, ,Exception,1,B33046,HPMS.AMP,IN-NDA02,_PM+RM,RNG,0.020811826992936752,3.8396721401
20157,2019-09-23 12:23:04,2.713,8923035,x84sljJzv,Team Allocation, ,Exception,0,NXP56876,HPMS.CBS,DE-HBG02,_Resource Manager,RD4,0.008994264102741787,2.5261125774
20205,2019-09-23 19:37:02,1.915,1434597,x84sljJzv,Team Allocation, ,Exception,1,B07159,T&O.TO-PT,US-CHD01,_PM+RM,RPT,0.0185479014217224,3.6868414326
20233,2019-09-24 06:37:16,6.1,8942571,x84sljJzv,Team Allocation, ,Exception,1,NLV10891,HPMS.AAA,NL-HTC01-s1,_PMO+RM,R16,0.014675152756038269,3.3239008172
20256,2019-09-24 09:24:39,4.098,3262985,x84sljJzv,Team Allocation, ,Exception,1,NXP33253,HPMS.STI,NL-HTC01-s1,_PM+RM,RC9,0.007990535662364328,2.310450749
20302,2019-09-24 13:47:43,1.645,8934457,x84sljJzv,Team Allocation, ,Exception,1,BEQ03367,HPMS.SIP,BE-LEU01-s1,_PMO+RM,R83,0.01226906208899821,3.0478143968
20358,2019-09-25 06:56:03,1.384,3265453,x84sljJzv,Team Allocation, ,Exception,1,DEP14631,HPMS.STI,DE-HBG02,_Resource Manager,RC9,0.008795661607065677,2.4832270082
20386,2019-09-25 09:08:06,4.033,3265311,x84sljJzv,Team Allocation, ,Exception,0,ATP50572,HPMS.STI,AT-GRK01-s1,_Resource Manager,RC9,0.008096266487400531,2.3307133552
20387,2019-09-25 09:26:46,3.686,8923035,x84sljJzv,Team Allocation, ,Exception,1,NXP56876,HPMS.CBS,DE-HBG02,_Resource Manager,RD4,0.056821745687361105,4.8538900492
20407,2019-09-25 11:58:21,2.08,3265355,x84sljJzv,Team Allocation, ,Exception,1,NXP32477,HPMS.STI,AT-GRK01-s1,_PM+RM,RC9,0.10685671544334435,5.2690295101
20473,2019-09-26 04:38:10,2.352,8557595,x84sljJzv,Team Allocation, ,Exception,1,NXP99374,HPMS.IDA,IN-BLR01-s1,_Resource Manager,RA1,0.009551494126581232,2.644726486
20561,2019-09-26 21:36:19,1.476,56603,x84sljJzv,Team Allocation, ,Exception,1,RA0937,"HPMS.Kechichian, Kevork - NXF53803",US-AUS01,_PMO+RM,RP2,0.00844132046370111,2.4037739766
20586,2019-09-27 06:51:09,1.85,8930703,x84sljJzv,Team Allocation, ,Exception,1,NXP21263,HPMS.STI,AT-GRK01-s1,_PM+RM,RC9,0.008604917483520639,2.4413818098
20654,2019-09-27 11:47:51,0.933,8796006,x84sljJzv,Team Allocation, ,Exception,1,NLV04650,T&O.TO-FO,NL-NYM01-s1,_Resource Manager,R86,0.017341998498336526,3.5831332451
20655,2019-09-27 11:51:41,0.752,8796006,x84sljJzv,Team Allocation, ,Exception,1,NLV04650,T&O.TO-FO,NL-NYM01-s1,_Resource Manager,R86,0.007926954287849316,2.2953601486
20751,2019-09-30 06:02:56,2.028,63125,x84sljJzv,Team Allocation, ,Exception,1,R70138C,T&O.TO-PT,RU-MOW02,_Resource Manager,RPT,0.009617933090962089,2.6558483285
20758,2019-09-30 06:49:02,2.221,9450612,x84sljJzv,Team Allocation, ,Exception,1,NLV04918,T&O.TO-FO,NL-NYM01-s1,_PMO+RM,R86,0.009832252330900335,2.6955726467
20774,2019-09-30 07:25:52,6.367,8798787,x84sljJzv,Team Allocation, ,Exception,1,NLV15990,T&O.TO-FO,NL-NYM01-s1,_Resource Manager,R86,0.008592058329124342,2.438956339
20814,2019-09-30 09:02:40,1.285,8931242,x84sljJzv,Team Allocation, ,Exception,1,NXA03850,HPMS.STI,IN-BLR01-s1,_Resource Manager,RC9,0.009709375966669072,2.6763959616
20843,2019-09-30 10:48:52,2.092,8706558,x84sljJzv,Team Allocation, ,Exception,1,NXP29779,HPMS.MICR,GB-SZD01-s1,_PM+RM,R25,0.009137143596033953,2.5530446136
20891,2019-09-30 14:53:16,2.329,61944,x84sljJzv,Team Allocation, ,Exception,0,B22037,HPMS.MICR,MX-GDL01,_PMO+RM,RMC,0.008896391649836655,2.5051286453
20901,2019-09-30 16:10:13,1.737,8700032,x84sljJzv,Team Allocation, ,Exception,1,NXF09117,HPMS.STI,US-SAN03,_PM+RM,RC9,0.008497043466085053,2.4195909883
20911,2019-09-30 18:10:09,1.652,219891802,x84sljJzv,Team Allocation, ,Exception,1,NXF47878,HPMS.STI,IN-BLR01-s1,_PM+RM,RC9,0.00853776412167332,2.4270740182
21012,2019-10-01 11:24:35,1.368,8934457,x84sljJzv,Team Allocation, ,Exception,1,BEQ03367,HPMS.SIP,BE-LEU01-s1,_PMO+RM,R83,0.007836940207075252,2.2753670003
21020,2019-10-01 12:09:52,1.177,8708519,x84sljJzv,Team Allocation, ,Exception,1,NXP36583,HPMS.STI,AT-GRK01-s1,_PM+RM,RC9,0.009047843912726351,2.535995604
21037,2019-10-01 14:18:16,0.801,58075,x84sljJzv,Team Allocation, ,Exception,1,R65709,T&O.SSC-GTI,US-CHD01,_PM+RM,RF9,0.015362403118773581,3.3963253034
21163,2019-10-02 19:32:34,0.968,57788,x84sljJzv,Team Allocation, ,Exception,1,R61406,HPMS.AMP,US-AUS01,_Resource Manager,RP2,0.008500615453417359,2.4202514933
21165,2019-10-02 19:46:12,12.255,57788,x84sljJzv,Team Allocation, ,Exception,1,R61406,HPMS.AMP,US-AUS01,_Resource Manager,RP2,0.014190791273777828,3.2737674743
21205,2019-10-03 08:30:18,1.553,3261824,x84sljJzv,Team Allocation, ,Exception,1,ATP50549,HPMS.STI,AT-GRK01-s1,_PMO+RM,RC9,0.012037597309864902,3.020637377
21245,2019-10-03 11:51:34,0.845,8702449,x84sljJzv,Team Allocation, ,Exception,1,NXP12607,HPMS.STI,AT-GRK01-s1,_Resource Manager,RC9,0.007986249277565563,2.3096221825
21305,2019-10-04 06:21:32,2.645,62083,x84sljJzv,Team Allocation, ,Exception,1,B37717,"HPMS.Kechichian, Kevork - NXF53803",IN-NDA02,_Resource Manager,RMC,0.025092496611970015,4.073570937
21366,2019-10-04 11:58:30,4.2,8928601,x84sljJzv,Team Allocation, ,Exception,1,ATP01668,HPMS.STI,AT-GRK01-s1,_Resource Manager,RC9,0.03442538511381424,4.4039100154
21373,2019-10-04 12:28:55,1.536,8931242,x84sljJzv,Team Allocation, ,Exception,1,NXA03850,HPMS.STI,IN-BLR01-s1,_Resource Manager,RC9,0.011723262424622138,2.9819316434
21416,2019-10-05 02:05:40,4.065,57196,x84sljJzv,Team Allocation, ,Exception,1,B04412,"HPMS.Kechichian, Kevork - NXF53803",IN-NDA02,_Resource Manager,RP2,0.011184606734910677,2.9054097039
21583,2019-10-07 14:23:54,1.38,8693462,x84sljJzv,Team Allocation, ,Exception,1,FRQ04777,"HPMS.Kechichian, Kevork - NXF53803",FR-CFR02-s1,_PM+RM,R25,0.03524194141797896,4.4238850333
21633,2019-10-08 06:53:14,1.684,60964,x84sljJzv,Team Allocation, ,Exception,1,B50270,HPMS.MICR,FR-MGI01,_Resource Manager,RMP,0.010213026180523955,2.757817646
21634,2019-10-08 06:56:49,2.745,8928343,x84sljJzv,Team Allocation, ,Exception,0,NXA04432,HPMS.STI,AT-GRK01-s1,_PM+RM,RC9,0.016223252065858874,3.4859270879
21660,2019-10-08 08:02:05,2.867,8798693,x84sljJzv,Team Allocation, ,Exception,1,NLV14076,HPMS.CBS,NL-HTC01-s1,_Resource Manager,R88,0.014944480600893999,3.3505524444
21766,2019-10-08 21:51:00,2.409,60790,x84sljJzv,Team Allocation, ,Exception,1,RA0857,HPMS.MICR,US-AUS01,_PMO+RM,RMC,0.019893826248534592,3.7824244774
21831,2019-10-09 10:56:57,4.334,9450573,x84sljJzv,Team Allocation, ,Exception,0,NLV05032,T&O.TO-FO,NL-NYM01-s1,_PMO+RM,R86,0.010619518338940164,2.8232172299
21867,2019-10-09 14:53:42,5.621,9450573,x84sljJzv,Team Allocation, ,Exception,0,NLV05032,T&O.TO-FO,NL-NYM01-s1,_PMO+RM,R86,0.008169135028979535,2.3489009858
21915,2019-10-09 21:26:10,4.729,56975,x84sljJzv,Team Allocation, ,Exception,0,B43180,"HPMS.Kechichian, Kevork - NXF53803",US-AUS01,_Resource Manager,RMC,0.05928927453651679,4.8875312797
21925,2019-10-09 23:50:52,1.892,64051,x84sljJzv,Team Allocation, ,Exception,1,R44498,HPMS.RPS,US-CHD01,_Resource Manager,RIN,0.009886546538351358,2.7056048919
21936,2019-10-10 03:14:01,8.314,61124,x84sljJzv,Team Allocation, ,Exception,0,B48121,"HPMS.Kechichian, Kevork - NXF53803",CN-SHA02,_Resource Manager,RMC,0.017617041522923944,3.6087301993
21959,2019-10-10 07:26:38,1.372,1487851,x84sljJzv,Team Allocation, ,Exception,1,B57812,HPMS.MICR,FR-MGI01,_Resource Manager,RMC,0.05162236092645922,4.7798482201
21979,2019-10-10 08:37:26,1.077,8700775,x84sljJzv,Team Allocation, ,Exception,1,NXF23910,HPMS.STI,AT-GRK01-s1,_Resource Manager,RC9,0.015542431280321707,3.412942428
21992,2019-10-10 09:17:39,1.198,8923134,x84sljJzv,Team Allocation, ,Exception,1,DEP16805,HPMS.CBS,DE-HBG02,_PM+RM,RD4,0.020475345786233706,3.8185724758
21993,2019-10-10 09:18:17,1.646,8709831,x84sljJzv,Team Allocation, ,Exception,1,NXP42905,HPMS.STI,AT-GRK01-s1,_Resource Manager,RC9,0.007968389340904042,2.3061762018
22018,2019-10-10 11:12:03,4.988,57207,x84sljJzv,Team Allocation, ,Exception,1,R63472,"HPMS.Kechichian, Kevork - NXF53803",IN-NDA02,_Resource Manager,RP2,0.03643784277683438,4.4531149435
22238,2019-10-11 07:34:52,3.102,3261824,x84sljJzv,Team Allocation, ,Exception,0,ATP50549,HPMS.STI,AT-GRK01-s1,_PMO+RM,RC9,0.037845920183228667,4.4788342263
22297,2019-10-11 10:26:40,1.908,61964,x84sljJzv,Team Allocation, ,Exception,1,R65119,HPMS.MICR,CN-SZH02,_Resource Manager,RMC,0.00802696993315383,2.3162859119
22327,2019-10-11 11:45:48,2.935,8686956,x84sljJzv,Team Allocation, ,Exception,1,DEP10669,HPMS.CBS,DE-HBG02,_PM+RM,RD4,0.07484313617630188,5.0548768174
22379,2019-10-11 13:42:06,1.756,8931120,x84sljJzv,Team Allocation, ,Exception,1,NXP86436,HPMS.STI,DE-HBG02,_PM+RM,RC9,0.27869216684609954,5.6214642898
22417,2019-10-11 15:07:11,1.738,61443,x84sljJzv,Team Allocation, ,Exception,1,B36665,"HPMS.Kechichian, Kevork - NXF53803",CN-TNJ04,_Resource Manager,RMC,0.010349476096617972,2.7829386545
22435,2019-10-11 16:14:23,0.891,59568,x84sljJzv,Team Allocation, ,Exception,1,RFVP50,HPMS.DN,US-AUS01,_PMO+RM,RNG,0.01027803634997189,2.7713269556
22541,2019-10-12 06:01:48,2.842,62370,x84sljJzv,Team Allocation, ,Exception,0,R65596,HPMS.OPS,US-AUS01,_Resource Manager,RMP,0.009036413553262977,2.5338981176
22543,2019-10-12 07:34:33,13.005,11066945,x84sljJzv,Team Allocation, ,Exception,1,SNEHA_DM,The Support IT.A Support PMO,NXP-REMOTE,_Core Team Support User,,0.007881947247462282,2.2851932827
22548,2019-10-12 12:36:51,2.897,56988,x84sljJzv,Team Allocation, ,Exception,0,B32849,"HPMS.Kechichian, Kevork - NXF53803",IN-NDA02,_Resource Manager,RP2,0.016031793544847375,3.4609618403
22597,2019-10-14 04:43:21,4.847,8699600,x84sljJzv,Team Allocation, ,Exception,0,NXA33177,HPMS.CBS,IN-BLR01-s1,_PM+RM,R88,0.010096579393490842,2.7396274042
22677,2019-10-14 09:26:54,3.574,245567140,x84sljJzv,Team Allocation, ,Exception,0,NXF51167,HPMS.STI,IN-BLR01-s1,_PM+RM,RC9,0.01838287560696995,3.6710283758
22702,2019-10-14 11:53:32,1.804,7631748,x84sljJzv,Team Allocation, ,Exception,1,NLV03630,HPMS.AAA,NL-NYM01-s1,_PMO+RM,R16,0.011276049610617664,2.9172926168
22732,2019-10-14 15:15:21,3.164,60790,x84sljJzv,Team Allocation, ,Exception,1,RA0857,HPMS.MICR,US-AUS01,_PMO+RM,RMC,0.012296923590190181,3.0521507759
22755,2019-10-14 22:56:12,1.753,64051,x84sljJzv,Team Allocation, ,Exception,1,R44498,HPMS.RPS,US-CHD01,_Resource Manager,RIN,0.008327016869067377,2.3847456783
22831,2019-10-15 11:29:57,6.758,8796234,x84sljJzv,Team Allocation, ,Exception,1,NLV04863,T&O.TO-FO,NL-NYM01-s1,_Resource Manager,REA,0.04633939166198142,4.6889875334
22906,2019-10-16 06:26:18,2.71,8723098,x84sljJzv,Team Allocation, ,Exception,1,NXP95428,HPMS.STI,FR-MGI01,_PM+RM,RC9,0.019702367727523092,3.7702048942
22942,2019-10-16 11:31:24,0.926,3265492,x84sljJzv,Team Allocation, ,Exception,1,ATP01088,HPMS.STI,AT-GRK01-s1,_PM+RM,RC9,0.012103321876779297,3.0282754334
22946,2019-10-16 12:34:08,0.867,8928343,x84sljJzv,Team Allocation, ,Exception,1,NXA04432,HPMS.STI,AT-GRK01-s1,_PM+RM,RC9,0.010397340726870848,2.7936557361
22955,2019-10-16 13:35:37,0.945,8798744,x84sljJzv,Team Allocation, ,Exception,1,NLV15624,T&O.SSC-GTI,NL-NYM01-s1,_PM+RM,RF9,0.02224705150305655,3.9282607934
22963,2019-10-16 13:53:58,4.576,60455,x84sljJzv,Team Allocation, ,Exception,0,B35906,HPMS.STI,IN-BLR01-s1,_PM+RM,RC9,0.01801424651427616,3.6404909137
23011,2019-10-17 06:11:06,2.508,61109,x84sljJzv,Team Allocation, ,Exception,1,R58550,"HPMS.Kechichian, Kevork - NXF53803",CN-SZH02,_Resource Manager,RMC,0.00870136114149285,2.4623812408
23015,2019-10-17 06:24:28,2.922,3261912,x84sljJzv,Team Allocation, ,Exception,1,ATP01692,HPMS.STI,AT-GRK01-s1,_Resource Manager,RC9,0.015739604981064897,3.4309673725
23020,2019-10-17 06:37:28,2.134,3261824,x84sljJzv,Team Allocation, ,Exception,1,ATP50549,HPMS.STI,AT-GRK01-s1,_PMO+RM,RC9,0.01589963001355212,3.4465369923
23098,2019-10-17 14:54:11,5.011,218847196,x84sljJzv,Team Allocation, ,Exception,0,NXF47067,T&O.TO-FO,US-AUS02,_Resource Manager,RAT,0.018215706599818113,3.6584980889
23114,2019-10-17 16:23:41,1.152,57002,x84sljJzv,Team Allocation, ,Exception,1,RA7689,T&O.SSC-GTI,US-AUS01,_PMO+RM,RF9,0.00876351372107494,2.4769550068
23131,2019-10-18 00:05:03,1.517,11661775,x84sljJzv,Team Allocation, ,Exception,1,DANIEL_DM,The Support IT.A Support PMO,NXP-REMOTE,_Core Team Support User,,0.008322730484268612,2.3840001475
23164,2019-10-18 08:25:25,6.819,8687255,x84sljJzv,Team Allocation, ,Exception,1,DEP10906,HPMS.STI,DE-HBG02,_PMO+RM,RC9,0.00947291040527054,2.6311490597
23165,2019-10-18 08:33:33,3.784,61103,x84sljJzv,Team Allocation, ,Exception,1,R53711,"HPMS.Kechichian, Kevork - NXF53803",CN-SZH02,_Resource Manager,RMC,0.03596776924390316,4.4438152595
23204,2019-10-18 10:40:13,6.327,219891802,x84sljJzv,Team Allocation, ,Exception,1,NXF47878,HPMS.STI,IN-BLR01-s1,_PM+RM,RC9,0.011921864920298248,3.0062167566
23206,2019-10-18 10:44:36,17.044,61107,x84sljJzv,Team Allocation, ,Exception,1,R63536,"HPMS.Kechichian, Kevork - NXF53803",CN-SZH02,_Resource Manager,RMC,0.036979356056411686,4.4604931799
23219,2019-10-18 11:44:02,1.943,8934457,x84sljJzv,Team Allocation, ,Exception,1,BEQ03367,HPMS.SIP,BE-LEU01-s1,_PMO+RM,R83,0.036983642441210454,4.4605603262
23259,2019-10-18 14:37:15,3.867,63126,x84sljJzv,Team Allocation, ,Exception,0,B37350,T&O.TO-PT,RU-MOW02,_PM+RM+Portfolio,RPT,0.01991811576239426,3.7839623212
23299,2019-10-18 21:30:48,0.761,58990,x84sljJzv,Team Allocation, ,Exception,1,R01330,"HPMS.Kechichian, Kevork - NXF53803",CA-KAN01,_PM+RM,RNG,0.00871993547562083,2.4659948315
23375,2019-10-21 07:02:42,2.603,7631748,x84sljJzv,Team Allocation, ,Exception,1,NLV03630,HPMS.AAA,NL-NYM01-s1,_PMO+RM,R16,0.01258053938437513,3.0898870508
23377,2019-10-21 07:15:33,17.966,60455,x84sljJzv,Team Allocation, ,Exception,1,B35906,HPMS.STI,IN-BLR01-s1,_PM+RM,RC9,0.008449893233298639,2.4077594156
23390,2019-10-21 07:59:23,2.752,61096,x84sljJzv,Team Allocation, ,Exception,1,R59183,"HPMS.Kechichian, Kevork - NXF53803",CN-SZH02,_Resource Manager,RMC,0.009041414335528202,2.5348142017
23431,2019-10-21 11:01:28,2.165,7631748,x84sljJzv,Team Allocation, ,Exception,1,NLV03630,HPMS.AAA,NL-NYM01-s1,_PMO+RM,R16,0.01740700866778446,3.588172273
23470,2019-10-21 14:07:20,4.214,218850700,x84sljJzv,Team Allocation, ,Exception,1,NXF47868,HPMS.STI,IN-BLR01-s1,_Resource Manager,RC9,0.013306367210299328,3.174389423
23513,2019-10-22 05:58:48,1.015,8923134,x84sljJzv,Team Allocation, ,Exception,1,DEP16805,HPMS.CBS,DE-HBG02,_PM+RM,RD4,0.00792266790305055,2.2933875391
23567,2019-10-22 10:39:55,2.085,3261948,x84sljJzv,Team Allocation, ,Exception,1,NXP62906,HPMS.STI,AT-GRK01-s1,_PMO+RM,RC9,0.010119440112417588,2.743655193
23578,2019-10-22 11:08:58,4.1,229199436,x84sljJzv,Team Allocation, ,Exception,0,NXF49204,HPMS.STI,AT-GRK01-s1,_Resource Manager,RC9,0.027414288377967697,4.1697851877
23579,2019-10-22 11:16:49,1.481,180994681,x84sljJzv,Team Allocation, ,Exception,1,NXF45479,HPMS.STI,DE-HBG02,_PM+RM,RC9,0.021551228370723707,3.884880216
23633,2019-10-23 05:45:24,3.685,8704768,x84sljJzv,Team Allocation, ,Exception,1,NXP25289,HPMS.CBS,DE-HBG02,_Resource Manager,RD4,0.008231287608561627,2.3673318744
23829,2019-10-24 15:21:37,2.326,8687255,x84sljJzv,Team Allocation, ,Exception,1,DEP10906,HPMS.STI,DE-HBG02,_PMO+RM,RC9,0.010046571570838584,2.731572232
23877,2019-10-25 07:21:37,1.409,8699600,x84sljJzv,Team Allocation, ,Exception,1,NXA33177,HPMS.CBS,IN-BLR01-s1,_PM+RM,R88,0.014298665291213413,3.2848623599
24036,2019-10-27 22:03:19,4.354,8693964,x84sljJzv,Team Allocation, ,Exception,0,FRQ06534,HPMS.MICR,FR-CFR02-s1,_Resource Manager,R25,0.029024540267370398,4.2283165453
24041,2019-10-28 04:32:40,4.736,8925514,x84sljJzv,Team Allocation, ,Exception,0,NXP29574,HPMS.OPS,AT-GRK01-s1,_Resource Manager,RC9,0.021876279217963385,3.9057437025
24178,2019-10-28 18:23:35,1.59,8721130,x84sljJzv,Team Allocation, ,Exception,1,NXP90806,HPMS.STI,US-SJO01-s1,_PM+RM,RC9,0.02952890487869174,4.2515010461
24197,2019-10-28 20:25:02,1.227,8930894,x84sljJzv,Team Allocation, ,Exception,1,NXP80343,HPMS.STI,US-SJO01-s1,_Resource Manager,RC9,0.00861634784298401,2.4437353804
24220,2019-10-29 06:56:30,2.106,280197763,x84sljJzv,Team Allocation, ,Exception,1,NXF54685,HPMS.STI,AT-GRK01-s1,_PMO+RM,RC9,0.008474897144624767,2.4135715361
24244,2019-10-29 09:06:17,2.012,60246,x84sljJzv,Team Allocation, ,Exception,1,R62660,HPMS.MICR,CN-BJS01,_PM+RM,RMC,0.009768670956385322,2.6848118499
24256,2019-10-29 10:01:40,5.994,11066945,x84sljJzv,Team Allocation, ,Exception,0,SNEHA_DM,The Support IT.A Support PMO,NXP-REMOTE,_Core Team Support User,,0.07103825526993152,5.0198316486
24268,2019-10-29 10:54:55,2.682,8794922,x84sljJzv,Team Allocation, ,Exception,0,NLV04220,HPMS.CBS,NL-NYM01-s1,_PM+RM,R88,0.12401511379280045,5.3427318353
24274,2019-10-29 11:49:19,1.295,1363400,x84sljJzv,Team Allocation, ,Exception,1,NLV20713,T&O.SSC-GTI,NL-NYM01-s1,_PM+RM,RF9,0.012184048790489373,3.0377478205
